server_id,cpu_usage,memory_usage,disk_usage,network_usage,temperature,running_processes,disk_read_speed,disk_write_speed,swap_usage,network_latency,packet_loss,uptime_hours,error_logs,warning_logs,critical_logs,power_consumption,gpu_usage,fan_speed,failure
af7898bb-2373-427e-8120-8bcb50ccc6be,93.63,70.98,95.06,270.51,80.28,285,491.13,22.91,36.6,52.47,3.9,11644,4,17,6,323.29,33.41,2684,1
0d9edfbf-d6ab-4ebe-b7b0-43cfa96f8c1a,93.21,61.09,85.7,696.4,89.63,151,576.94,22.57,16.46,177.64,1.38,1026,31,26,1,482.0,68.48,3885,0
48d9e20f-31dd-4e31-a73e-47587132c33c,17.66,92.73,52.71,723.03,80.24,474,52.05,162.95,68.49,118.98,3.69,5932,10,44,5,517.5,67.42,1823,0
59596a01-49cc-4549-8255-73921b4f78bd,13.28,99.98,50.3,541.71,59.57,173,455.02,213.03,86.11,133.61,8.11,8066,22,45,6,259.37,21.84,4353,1
eaa5fac9-e32a-4a81-8d39-d8978e8bd448,13.78,82.03,57.32,342.36,69.57,152,108.6,400.86,8.09,122.45,2.84,3830,8,89,4,540.74,40.55,3310,0
0e5c22e0-eb85-4f92-a785-76dcd6d15429,46.78,47.81,31.26,96.65,74.54,353,169.87,245.27,13.27,51.9,7.53,2979,37,25,1,502.42,90.94,2495,0
e346136e-c7e9-48f3-bbe3-19443f48ffcc,30.82,42.59,43.22,823.67,82.78,370,174.07,146.71,41.58,220.94,6.05,5934,24,13,0,372.58,53.88,2666,0
feea8e94-552c-41a3-b5cd-ad3e60e91405,65.53,16.99,16.66,169.9,74.19,429,347.53,488.14,2.32,83.28,5.94,4289,23,12,1,665.3,50.35,1562,0
7b9fb226-0a64-462b-9743-ee0d61fcaf92,69.87,57.15,29.36,445.87,72.12,192,314.67,355.56,74.14,90.12,5.49,3232,25,86,1,626.21,61.35,4575,0
7233ed3d-8517-4392-8db4-9c6f45fde25b,24.08,34.98,35.89,549.3,46.37,159,243.84,379.74,80.19,212.45,1.06,3534,29,46,4,517.8,90.66,1036,0
a7610515-4d90-4a9c-9e4d-20d6d64ddd3b,93.23,75.54,83.33,244.49,94.47,404,303.21,12.59,52.24,50.59,2.44,10078,29,58,4,206.92,56.17,2026,0
adaf43c1-c3b3-412d-8425-b04a2509b33e,74.3,83.96,98.11,645.38,49.3,420,122.35,131.75,69.69,28.7,3.19,459,36,18,6,401.75,4.12,4595,1
95f4ee15-8cda-4950-b5c0-4f68139028e6,55.26,86.03,31.56,406.72,68.82,600,563.17,358.21,93.65,204.61,8.15,10967,34,10,7,339.69,51.97,3300,1
214eb17b-bb8f-49ba-a236-5ff827231237,83.94,56.42,25.5,417.9,54.17,227,512.15,94.62,59.51,74.72,5.7,1466,18,54,2,207.12,38.89,3270,0
d47127ab-2884-413d-85a6-4dcda21f96c4,65.54,77.4,92.89,364.87,88.79,316,383.68,404.58,88.49,190.7,0.19,10329,18,48,2,374.83,27.73,4361,1
08c36997-0432-4ab1-b2c5-5b1222c15388,78.81,25.94,14.61,465.07,52.93,406,472.09,497.64,83.26,53.95,4.95,7381,32,27,4,410.51,25.62,2472,0
adeb233f-db56-43c3-8fd0-6f6c5a9858c1,52.47,64.12,93.8,309.53,74.73,135,290.87,495.29,60.01,246.43,1.31,2245,3,40,2,617.7,77.45,1037,0
3dbf8c9a-6715-4114-bfca-87a101db3568,96.64,41.49,79.03,310.66,71.23,500,137.53,443.31,67.66,29.6,2.34,6181,6,10,9,590.33,52.94,4765,0
89d94128-6824-4aa3-90fe-6fe394b4b5ef,12.8,41.97,22.3,520.8,84.12,589,220.32,49.19,15.54,216.3,8.38,7390,0,0,7,441.57,52.07,1620,1
68b84568-7b32-4434-871e-b2387d1e45b1,15.65,54.22,13.15,655.9,25.97,276,73.36,195.71,97.18,194.63,8.41,252,26,67,7,560.31,22.61,3516,1
c8b48597-b4db-4c7e-9eb3-a0349c45dfe2,8.88,95.18,61.6,110.57,89.61,523,508.22,370.87,67.84,198.92,9.2,6382,1,40,8,112.68,24.31,1689,1
334b6edc-ad73-4604-994d-babc12ee20f2,34.57,50.64,21.05,316.56,49.7,568,255.34,381.71,12.57,135.3,5.78,6114,12,98,9,417.78,72.23,3253,0
e1d424a6-7c8c-4d51-8036-11a698705722,27.81,63.3,25.89,940.92,31.51,311,461.16,165.29,45.54,229.66,6.98,11604,2,61,8,217.59,75.6,3644,0
8693c0e4-f3ae-49f7-8a8e-bcfd94cde68f,44.03,12.34,17.66,953.72,87.75,71,238.9,195.72,94.27,155.35,8.21,5438,19,35,8,653.09,17.2,1696,1
0e898e04-3a75-42a4-9323-3e1d77c60b2d,35.41,81.72,20.17,940.94,66.73,355,135.49,471.36,30.32,172.38,7.22,616,19,58,2,673.62,37.98,2225,0
697b2bd7-33bc-4b4c-9570-f146dfae8f90,40.8,17.73,98.82,962.79,25.7,293,188.6,388.71,17.98,210.2,5.86,4760,39,64,7,174.08,77.47,3213,1
e8d2b8e0-9a3a-4038-abe8-be4bdb4f8795,95.78,52.78,99.83,207.92,31.44,111,508.13,292.6,11.38,137.69,9.32,7099,33,89,6,248.83,91.26,2704,1
d1ff9458-1624-41bf-8988-82357d9dd3cc,60.93,16.83,67.16,339.89,87.5,99,292.57,151.92,40.93,141.86,5.57,5219,28,14,9,482.41,94.55,2806,1
169fec16-0ea3-4fa2-b79c-23c80000a7af,51.59,61.22,22.8,769.06,25.31,149,219.43,10.72,57.0,131.99,9.76,7735,29,4,8,368.38,46.47,1411,0
018ac1d6-ada5-4519-8bcf-47bb9c3fd2ec,10.88,55.45,51.49,400.18,85.41,576,379.65,222.25,14.27,154.19,8.91,1748,31,7,0,303.6,7.05,3266,0
7290e5d3-0683-4c16-9ff8-78625d944df6,49.19,44.43,16.65,671.02,49.85,209,102.43,61.66,91.46,214.31,4.61,4426,5,8,3,425.75,39.61,3312,0
841e5c53-4cbe-4cd5-8f9d-55c1b58ca9f8,33.16,54.12,91.13,185.74,71.49,334,29.35,140.99,90.35,178.1,1.83,87,15,54,7,445.85,50.52,3464,1
ccab59cf-7e53-456f-a089-431f306609b7,86.41,94.77,65.74,156.2,45.89,589,425.28,18.43,29.02,95.62,9.22,11822,8,28,1,613.88,91.48,3009,0
1ae1d6e0-2b91-4896-8bfd-d0e50cde99d8,59.69,14.73,87.52,276.2,49.89,204,139.71,31.44,54.97,2.07,8.75,6577,35,13,7,394.16,83.08,2230,0
8f40b36e-c168-40d4-928e-f20706420b39,98.02,83.13,25.98,669.84,50.51,121,342.49,10.12,13.26,33.68,5.31,1438,27,6,3,157.71,34.5,3274,0
68b90f14-2bd8-4851-b78d-72e06c183d0f,58.82,33.07,17.64,722.53,81.53,124,261.47,446.24,5.59,40.42,7.33,10797,29,77,10,183.58,12.98,2266,1
fa7b8281-74d1-47db-b04e-1686fcfe0694,70.45,24.73,25.02,893.62,48.74,598,521.01,302.1,48.29,17.51,2.04,2587,18,75,10,137.89,34.33,4870,0
fff222cf-bf13-4547-a51d-450ea8cb3097,67.51,81.85,34.83,598.24,55.65,153,578.86,304.66,3.46,179.21,5.22,2621,16,16,6,237.91,99.23,3097,0
4526e544-d19c-4a82-af40-d34d9f7d3522,55.62,32.79,29.63,476.23,76.87,79,392.93,493.2,16.65,10.09,5.75,421,22,67,3,687.89,60.65,3543,0
613de405-db8a-4b6d-8b9e-11d6d96c40a5,57.69,19.61,63.96,578.7,82.31,423,335.17,343.87,42.38,129.29,6.45,1465,27,98,0,606.82,6.97,3791,0
8a0d78cd-e52d-419b-b28f-61f1e2148622,12.17,74.45,65.05,245.45,54.49,379,378.24,93.29,69.46,248.23,1.07,4883,31,87,5,497.7,22.24,4162,0
14334517-dc0d-4439-933b-931c8dbd20d8,84.07,24.93,16.81,393.02,83.49,203,69.0,378.52,92.76,126.81,7.21,2254,23,79,0,219.98,58.57,4515,0
854fc98b-5479-4359-b7cd-0a17dca53841,7.28,40.72,58.12,411.7,51.51,528,81.89,440.13,1.93,19.26,0.52,1406,9,99,1,612.19,18.51,2226,0
db721b58-1d6d-44aa-8722-f5936a3a5b68,82.39,32.33,65.7,422.65,50.64,564,148.47,359.78,37.31,167.56,1.19,799,19,98,8,432.66,31.03,4146,0
e78d914e-6a83-48b4-b2ae-36b3f418e5d1,16.45,69.43,73.15,497.76,43.66,251,377.77,95.4,1.22,112.26,7.18,4757,23,36,3,556.36,36.66,4920,0
4050de85-02c1-4a9f-b524-83f1fe89e81d,70.22,81.25,89.1,85.3,74.16,189,151.74,314.77,87.67,149.83,1.22,4151,32,47,4,343.17,5.7,3047,0
600b2847-6bdd-4523-b403-f690eb313ab0,46.2,84.15,14.58,86.19,30.22,523,426.93,373.5,18.79,218.25,9.32,2423,9,61,9,115.09,29.28,2843,0
fd815712-7779-46f9-b8fc-26525a59cb81,54.97,57.62,48.35,363.94,58.71,461,590.03,56.72,10.45,214.77,1.42,10461,12,47,0,563.51,41.04,2708,0
98e6bc3b-4715-4f6c-96eb-923c311f4104,95.0,61.28,69.94,896.92,34.72,525,346.81,239.48,37.21,182.15,2.34,8913,16,45,1,413.64,96.49,1730,0
2ca4ceff-45c7-465f-b08e-b7c2821f4d6d,79.86,97.64,33.43,781.85,75.94,219,290.06,369.11,20.69,175.67,4.48,6385,35,90,7,357.43,24.18,2840,1
35d9eafa-e48f-4890-95ec-3ff6c97d2c8a,29.34,34.8,43.71,63.36,38.66,563,259.52,366.68,97.35,126.63,8.57,4260,25,90,3,204.51,67.54,2662,0
76c39f70-035e-4d42-be2b-e3a3ea0e903e,42.69,66.05,90.25,160.13,52.59,323,107.56,76.59,86.95,174.16,2.36,9282,28,6,3,317.86,70.26,4294,0
b837edf8-6258-4733-8491-b130b0642e05,64.48,45.01,37.8,18.53,37.56,323,403.95,397.36,65.2,212.62,8.48,9177,32,72,7,392.1,49.15,3907,1
342c3257-10df-46d7-9c28-2c09d3471ea1,34.05,16.71,45.05,102.91,70.6,243,136.13,384.14,84.58,200.27,3.17,6660,1,79,0,275.61,3.52,4457,0
f050c3ba-2515-4584-908d-8036b5793dd8,49.18,90.92,94.3,870.2,40.04,501,366.5,188.77,20.51,154.35,4.98,9592,16,45,4,366.16,5.0,3645,0
1eed1d44-8b1d-4f0d-990c-2b7c652f0e46,42.57,91.12,54.34,833.95,30.81,518,15.39,414.33,74.88,17.06,3.27,7378,13,61,4,264.4,84.4,2506,0
049dbf02-02b8-4d85-8849-b4e2fbd6e5ed,98.38,85.41,13.35,315.93,39.35,159,366.11,406.95,8.92,72.42,1.08,9843,37,21,3,589.76,37.6,3282,0
57a2503b-d2d7-4bab-85ce-1aa2eb56be58,62.74,23.54,79.82,569.2,51.68,267,257.81,383.92,75.85,230.64,1.06,11720,16,2,0,550.82,23.78,1524,0
7152be1c-0976-4acc-b32d-1d61be80b12a,41.26,15.8,38.78,118.97,40.92,208,74.85,384.66,0.36,11.65,3.58,4791,37,35,6,422.5,69.97,1803,0
1c5e78dc-79b2-4cc3-99fe-289b77e49df0,44.71,97.46,40.99,798.24,29.01,502,361.45,493.87,0.82,150.43,7.3,6324,39,41,10,681.86,63.6,3475,1
2977e2c4-7082-47b6-90d8-714cb8bb19c2,44.35,99.77,56.76,240.43,88.11,437,584.48,187.26,6.17,31.25,6.34,2273,18,38,0,536.8,67.0,2134,0
6c910322-2076-496e-a035-7ea4e571e4f5,20.59,63.79,27.7,192.29,46.68,135,343.11,176.1,5.37,88.3,2.39,2526,28,70,5,559.79,28.28,1520,0
b6dc6ca1-1f0d-406e-888e-4f6321e3d5f7,72.2,80.42,93.61,677.08,61.6,498,474.43,109.51,17.51,232.68,4.57,3966,23,81,0,674.8,65.33,3334,0
03a8262f-ce1f-4c8b-99fb-7df041835331,37.25,93.11,48.34,436.31,65.77,412,116.94,246.52,71.88,218.97,9.26,8316,9,89,9,514.1,26.05,1768,1
a3a26eaa-99b6-4944-a478-7b2a24622e0d,25.77,73.91,40.92,396.51,55.35,199,566.56,424.18,13.07,128.8,3.1,5219,25,34,6,304.86,96.72,2552,0
11772730-2ee6-48cc-8a89-e79712f2663a,56.65,15.55,57.56,621.35,80.56,324,68.74,443.99,19.7,137.09,7.69,8810,3,88,4,496.39,4.12,2849,0
574e08d8-2380-4193-b0c9-c17879079453,30.0,91.9,23.57,52.26,31.93,115,170.43,374.09,25.98,214.16,8.15,4003,0,15,5,332.59,14.77,4631,0
49a2501a-8964-4cc2-96db-a93412ab8a38,63.59,62.64,99.95,226.9,61.82,232,130.76,160.14,57.89,96.02,4.14,10895,40,97,3,557.61,94.38,3127,0
e793c1c4-6236-4274-9d0c-b73db15dd5af,81.73,12.39,50.08,502.13,70.17,446,294.95,115.52,25.26,169.22,7.91,4332,32,38,9,133.04,0.53,2862,0
3734b637-95b2-4094-a550-f08dd795b990,27.51,60.41,20.62,429.37,45.95,545,150.47,382.53,55.04,218.65,8.98,11369,37,89,8,126.17,43.14,1183,1
54ee0c1a-3e0c-424e-9af6-ad068ffe44da,35.16,56.97,51.93,282.68,63.4,356,504.76,197.89,86.67,101.92,8.88,7828,9,45,4,222.53,80.11,4404,0
0f46980b-e83d-424e-a34d-f5aad3bd9014,86.89,14.0,24.13,852.3,65.85,382,586.64,308.69,13.09,136.45,1.82,8360,20,58,9,648.39,77.72,4280,0
74597e31-a5c2-43ff-ab1c-f1bef9885deb,70.08,92.83,13.8,47.85,81.71,443,551.51,18.17,23.26,66.03,8.23,8495,40,26,9,537.38,32.48,3819,1
bec7b92c-e512-46f5-951b-2ccae4dfe83c,97.56,25.28,84.87,684.02,48.33,414,426.79,408.55,0.69,233.94,3.8,11033,29,45,9,184.91,98.15,2227,1
3009aabb-3d54-4cb6-9463-10d5e73e1887,76.52,10.23,26.07,772.9,52.65,145,42.99,249.98,95.67,219.91,1.52,6406,1,78,10,191.23,33.09,4815,0
0e2eb4fe-4df8-43ab-b1d5-442d7046b1d6,10.14,33.06,18.25,713.32,28.09,154,486.64,371.01,54.85,84.3,3.27,11166,8,98,3,584.97,18.46,1262,0
ad7fd118-0646-4b7d-9fc0-0db536007323,6.76,17.79,24.66,532.77,80.98,290,59.73,71.33,84.12,165.48,4.97,9339,35,55,8,242.96,2.77,1929,1
a10b054c-e796-43a5-b531-4af0f416957d,45.06,97.57,42.31,941.93,88.44,444,397.48,203.32,14.12,246.72,4.73,11877,0,12,9,470.04,21.31,4265,1
5fe70844-e2ce-470b-8994-312fb5e48f52,69.3,32.81,67.3,957.42,48.07,143,254.2,216.13,43.7,14.03,3.82,7637,15,33,0,400.05,86.13,3179,0
fc234329-5574-4a8e-a640-4fe078050268,8.65,81.25,78.5,61.72,38.73,163,302.13,10.19,15.58,51.33,0.99,8411,10,20,2,647.23,98.85,4610,0
9f0df3e5-75bd-4db5-9dee-adeca7fa5b0c,93.85,27.92,91.36,782.15,85.85,490,285.92,156.17,84.6,42.33,2.31,6618,6,8,7,267.2,99.57,3390,1
5bac9031-1795-4289-a8db-f5d9de69745e,42.73,14.5,27.54,672.36,44.2,297,278.58,83.33,4.93,173.22,5.73,7155,32,15,9,531.2,64.75,3383,0
f4a9409f-3b84-4738-aad7-c9330ae0db6c,41.26,85.7,75.28,753.6,35.17,515,405.33,373.97,60.63,130.39,3.35,4332,3,44,6,101.34,20.97,3485,0
9f8db8cb-be38-4160-9ed6-d2c5b4efc170,32.0,38.65,58.58,755.71,44.72,315,540.45,488.52,75.6,232.58,8.68,7273,33,8,5,110.19,10.3,2466,0
b641dc25-75c5-4112-9f8b-c4d0214ee1a3,92.5,24.83,61.12,78.34,78.67,383,45.43,458.51,54.88,206.34,4.18,3663,27,28,9,449.53,12.54,1355,1
80f50f7a-854e-4ded-bdd6-5d58b8f1a051,17.36,76.4,96.0,286.49,60.29,308,450.28,297.31,47.29,20.75,1.22,11619,6,0,1,598.56,88.36,2934,0
7e31671c-7350-4720-8a96-16edcfb81a0e,61.91,73.64,92.71,114.65,35.67,379,159.35,411.14,77.08,170.06,6.48,1873,28,5,4,212.54,23.53,2154,0
28b9a5a8-1bcf-4af3-b40c-ecb9d6748dc2,6.31,77.93,28.86,745.21,27.95,247,244.12,228.23,22.71,234.96,5.05,9895,40,83,6,575.28,60.69,1741,1
07ac0d4e-a446-4d9d-aa74-4ceefa0a7bc1,26.44,80.68,76.86,913.54,94.39,383,161.35,346.39,88.92,94.2,7.51,4933,38,13,1,110.44,8.55,3496,0
dff0929a-aea5-44eb-86aa-6e6a4fbfa812,30.93,54.75,22.24,580.43,91.5,105,517.94,27.91,75.59,81.85,4.46,6943,1,44,1,216.24,13.81,3004,0
3f817824-872c-4cfd-84aa-0332bc36d373,97.98,39.33,36.36,953.63,86.97,217,538.01,65.82,41.23,246.77,9.5,11875,0,2,9,248.54,34.71,1807,1
d98f80d5-b87b-447a-88b6-f4bbeb2bdb3f,27.07,47.47,82.65,522.13,36.3,152,561.14,31.35,77.32,29.15,3.42,1912,11,92,8,451.18,90.71,1763,0
d50c8ee2-6566-4bc9-9c23-d80c9babe69d,50.26,49.36,52.17,477.75,64.69,317,435.31,98.94,82.88,200.59,0.8,11193,37,64,1,379.88,45.48,4723,0
047bb8bf-98e1-47da-be73-a60f0c46f805,58.93,69.56,71.58,579.0,44.79,289,227.74,69.96,92.83,9.05,7.43,7633,5,6,4,415.47,9.34,1045,0
1ee19778-1284-4343-9604-6c15ec9a227a,41.11,34.45,28.02,873.55,73.84,270,40.29,453.16,96.47,17.04,0.76,5922,22,72,1,456.52,24.54,965,0
257f4994-ebea-406e-8ac4-d63685bbd3e3,49.77,66.86,45.29,145.57,73.7,52,263.22,403.45,46.92,199.49,9.4,9195,22,56,3,354.71,82.18,3339,0
a264b4c0-e13e-4b7a-9e81-52f921224967,43.06,45.64,22.92,967.49,56.36,299,213.37,421.57,21.4,213.26,5.71,8500,14,58,5,692.55,13.99,3871,0
0dbbbbd8-879e-40fe-8562-8cdee67ff1c5,52.56,37.66,82.51,179.27,50.11,437,289.56,202.14,41.47,216.35,4.18,3424,27,79,6,699.45,84.27,2325,0
5709ef6b-8412-4701-94e3-579131649ba1,53.71,16.64,42.45,336.37,42.88,83,128.21,468.96,30.65,96.13,7.64,7335,22,43,8,233.92,4.48,902,0
0bd1e358-42ff-45d3-bbed-653851c611ec,95.25,61.46,24.81,440.44,92.84,384,155.44,366.44,52.55,3.28,1.95,6188,33,10,8,210.0,4.4,4491,1
47f00a13-e89e-4e7e-80ee-ece0857b4de0,78.82,20.37,71.82,764.94,65.08,392,36.47,409.55,79.37,80.17,8.69,9821,23,17,6,332.76,3.9,1610,0
983c9c74-8507-47ee-9d67-98e5b9b58e2a,11.08,20.37,79.3,614.12,79.61,536,595.59,155.86,68.44,36.09,7.21,11510,4,99,5,293.16,22.66,2768,0
fc138d31-9aa6-4b9c-9e6d-5ae85096b4f8,46.97,51.44,61.16,732.14,28.26,457,332.55,123.15,24.51,202.73,7.73,6411,17,0,0,160.53,44.51,904,0
70234def-9d94-41b2-9c3d-295114695a3b,68.27,21.9,63.1,744.23,82.6,407,356.38,484.67,46.54,130.92,2.36,3468,24,26,3,508.4,76.5,4323,0
d34bb4eb-6075-4fec-9661-e33d9a4d2c17,31.74,72.99,72.02,839.01,64.43,139,405.97,169.3,69.66,142.67,8.48,11020,7,55,10,293.61,91.9,1730,0
52279e90-d2e0-4f61-9518-a3f6a47d68c7,20.53,98.47,62.11,317.42,51.7,480,61.71,371.18,98.61,56.04,1.64,10037,3,85,9,567.6,88.35,1114,1
b5933d0c-2d8f-4119-bc0f-c2fd5358cbc1,73.73,35.61,84.6,689.03,27.4,445,467.37,143.15,13.56,108.0,5.81,7271,37,40,7,660.98,30.44,2717,0
d6499289-2da9-4de8-9ef9-073892032b9f,19.51,94.11,52.67,713.64,81.15,574,96.68,461.88,64.08,89.54,0.85,2533,11,17,7,431.67,28.16,4728,1
32ba55cb-5375-4cbc-b42e-da710b0ee2da,41.75,16.32,22.57,92.87,40.91,259,42.19,95.84,8.22,175.45,4.76,11696,18,65,7,694.37,99.3,1141,0
d471d216-0e98-4942-828c-af30f24fa73b,44.28,19.84,14.66,504.01,40.56,346,19.08,47.83,31.94,140.47,3.45,6339,20,25,9,294.56,17.27,3438,0
f5e7d272-2e9a-46e3-917c-25af58460beb,30.59,28.27,36.77,718.16,26.46,598,146.35,466.91,99.29,237.46,8.24,4535,0,43,2,253.94,71.73,3752,0
9d087578-b29b-405b-880d-89860a514df6,81.53,19.9,60.68,119.75,87.6,296,309.89,486.81,31.24,242.37,5.95,11094,0,55,2,476.65,18.96,1237,0
5ee1270d-dd32-4a7f-a4fa-88d03167064f,67.83,96.27,23.88,539.9,90.11,541,562.84,257.95,12.44,132.79,8.82,7741,18,85,10,183.51,25.24,2248,1
cee0c3d3-3b48-4cb2-9b0f-1f0635190b77,96.2,60.25,97.61,793.05,65.6,553,260.48,472.28,47.14,29.4,3.37,10713,28,96,1,547.87,94.43,1359,0
6f45ac03-0993-446f-9092-690f19403faf,73.42,74.32,11.76,637.14,31.17,255,280.14,478.27,93.47,93.93,3.53,11152,34,84,8,149.14,90.48,2303,0
edab0ccd-6bb3-4341-abe0-3f157fb76c50,70.4,95.38,71.97,604.04,48.79,575,591.63,189.19,60.83,221.6,1.55,5375,26,12,4,335.31,28.29,2958,0
d1f0efa3-67d2-4cf5-8e9c-4e347ca426a4,92.28,89.49,21.36,908.34,77.99,210,351.44,312.92,53.48,157.54,4.52,4477,26,48,2,187.63,68.49,1841,0
e65c1e3d-d345-4d24-9335-fcc292ffde40,64.55,74.19,26.44,312.9,75.57,358,468.29,66.46,18.12,26.41,7.43,11259,25,72,9,362.62,74.6,2915,0
37854d9e-3e4a-42f3-92a6-ea1a72b9b0b9,89.67,10.15,81.72,893.03,70.57,275,249.17,250.42,30.55,19.26,2.69,817,33,20,6,396.38,19.7,2974,0
68e5292b-372d-43ed-a8d1-556a04a51f33,51.9,64.5,37.57,400.82,55.72,489,254.57,476.61,15.45,53.58,9.64,10241,22,53,3,626.01,58.67,4377,0
a690d67d-097b-436b-9650-2f519000a8c0,59.57,89.54,96.4,704.72,88.87,559,364.02,276.23,21.03,247.28,1.31,11834,13,35,10,433.66,14.18,3102,1
4af810e6-59e4-4fd9-b1ed-68216101fdf6,54.25,11.03,98.61,847.18,45.8,231,414.04,469.9,43.14,245.76,5.82,3496,11,98,4,624.68,32.68,2579,0
399c6257-3bbc-4a27-95e8-fcbd087ae019,76.86,34.95,87.51,296.06,77.0,523,216.04,397.26,59.65,244.96,9.43,3380,4,63,3,565.63,38.83,2353,0
91f4784c-f3fa-4fd1-a84e-979ce94572da,54.77,58.7,85.78,19.6,66.34,427,329.19,119.56,48.1,48.86,5.64,6227,2,76,10,406.12,11.94,1684,0
a9d9edb8-ccc5-4173-aa71-cc9645be4887,93.82,19.02,57.65,852.87,47.76,42,512.97,469.22,32.61,222.58,9.65,4091,36,25,9,538.23,75.53,4489,1
9c83f60b-c784-49c4-91df-aef1c94598d5,11.0,23.19,85.23,600.12,46.12,63,478.56,155.09,17.76,248.48,9.46,6165,3,89,1,323.51,49.58,4998,0
9322c5d1-d654-4530-a2ec-e1d9c53cf9e9,85.64,42.38,13.54,318.36,72.65,468,483.33,420.19,31.23,185.22,1.31,10863,17,47,1,414.47,14.65,2170,0
7a814302-f33d-4b55-bff0-b058b82abafd,63.55,25.82,59.76,824.56,81.14,518,298.62,205.2,33.9,196.76,2.22,10500,21,94,10,272.0,48.88,4475,1
850bcab4-106c-4fed-b271-57aa800c36c3,49.54,60.47,78.0,956.2,87.45,193,246.16,324.71,82.72,201.07,1.28,8906,7,8,4,694.66,78.32,3157,0
615f83dc-0c6b-4c56-82ac-1737c30cf526,19.49,21.37,90.28,524.77,26.53,413,240.87,119.13,89.66,129.84,8.3,3423,30,88,3,505.02,93.74,3548,0
c716aec0-9653-4d5c-8db3-b526da761851,52.42,97.74,67.83,448.18,47.83,293,206.76,158.35,83.37,81.84,2.03,4611,38,100,4,514.38,87.72,3130,0
03fe61b8-4304-485c-8adb-dfdf542ff004,16.07,76.06,77.42,291.14,79.74,490,152.1,82.74,55.78,82.73,6.34,8367,31,32,0,357.75,49.55,4451,0
79be7bbd-bef7-43d0-ae95-f116b31a66f7,8.32,51.98,71.35,426.49,34.37,174,129.16,87.43,0.19,50.51,7.61,7997,33,100,1,470.47,96.94,3022,0
15890492-3fe7-410b-915f-e5c057af53c7,26.32,48.69,51.34,330.77,66.99,363,397.22,101.53,92.77,194.0,2.32,5159,23,22,9,190.7,87.19,3345,1
4fa4df07-a6a1-4528-afec-dcccab11e8d2,76.69,47.45,90.54,34.55,84.49,182,550.34,88.54,20.59,118.71,3.12,7611,3,82,9,482.72,66.18,2404,1
ac4ee053-73ec-4505-b148-642f281c319d,27.37,24.95,25.9,61.57,65.24,414,106.64,444.53,45.52,241.95,3.02,2079,32,91,3,510.48,85.54,1128,0
3b8f9210-ad77-46a8-b20f-5a03b56868fb,65.62,89.92,25.15,847.16,83.58,297,283.96,446.62,39.2,249.94,2.41,2373,29,27,5,662.46,5.46,4035,0
6c9ccbbd-1fbe-41d5-a7d0-46933c5ee7ee,60.46,78.82,11.52,709.86,84.74,156,464.57,80.46,6.88,118.57,6.16,7987,23,21,10,388.47,97.62,1856,1
50f64aab-3a48-4a4d-94bc-74cdca1815ba,59.94,64.6,65.5,314.37,54.27,82,119.8,91.2,47.6,26.77,2.03,2222,39,5,3,679.38,8.98,4341,0
f3139cbe-5650-4af8-ac4f-ff2ea093edbb,21.32,92.26,92.83,46.49,77.47,85,199.16,55.92,75.6,55.57,6.76,4802,9,47,10,383.67,7.43,2431,1
4332bb21-1748-4e86-b4cb-8cef1d3da66c,50.44,89.01,82.0,464.36,88.64,157,194.17,282.58,99.92,234.68,6.94,11935,3,77,4,587.81,43.42,3549,0
7b09dd14-cf2b-43a5-a83a-a9dc78dcdc99,98.8,81.67,73.91,613.62,34.68,146,463.49,101.33,65.54,190.7,1.79,458,39,55,1,489.12,78.91,2947,0
d621bf08-9283-4900-8e15-10283e1c2cfa,71.16,31.41,48.34,735.35,69.61,93,558.92,367.61,79.55,46.85,1.13,8585,24,99,0,222.02,96.19,2081,0
066c32a5-c790-46bd-8085-4e43eac3bb98,65.78,20.42,42.29,314.37,70.17,458,212.67,153.88,67.28,132.43,8.9,2884,14,42,2,341.04,11.81,4062,0
d1b70369-50c5-4a75-bb7c-96791fc069e4,26.97,83.12,93.77,433.58,33.32,588,591.21,418.58,50.94,146.82,1.73,10262,26,81,2,112.28,91.65,4125,0
c6fab34c-5743-4144-bdd8-f2825f81b9de,39.62,30.09,25.03,760.21,33.26,141,276.65,350.28,15.61,7.29,9.38,1439,15,26,2,331.8,18.74,1080,0
88787cbd-1763-4fbd-886c-a1afef8c666c,60.94,71.77,48.1,892.99,38.5,523,347.08,35.23,13.51,35.33,5.69,8780,36,30,1,606.74,46.24,4905,0
b6d6ea52-9f7f-4293-bab7-b8c8e7b21062,40.74,24.26,64.63,732.26,93.08,231,381.8,424.68,54.43,127.4,0.86,3223,37,87,0,640.0,60.61,3806,0
568d2332-86b7-44f4-b6fb-807da2003405,38.46,58.82,46.3,935.16,34.31,597,304.35,159.39,95.0,215.23,3.81,5364,32,87,8,220.92,85.31,4589,1
160da964-096f-4779-b2c4-951b72fb2676,73.01,37.57,28.99,607.53,92.35,354,486.1,421.56,42.34,217.2,3.53,11670,25,45,2,632.61,4.35,4831,0
6dbc4e75-1f90-4565-afcc-a8f3a1bb706e,60.02,13.7,27.78,977.12,92.79,231,555.84,448.33,32.25,114.67,5.17,7063,30,20,2,605.33,68.97,2403,0
b259595e-ff54-4126-af3a-c952edd60b90,96.74,37.02,28.61,295.19,91.24,496,488.16,213.2,88.72,221.54,9.81,10001,30,10,7,615.86,58.02,3130,1
